0.16286891935805425,0.5283713803758157,-1
0.9473806801499528,0.5857248254330008,1
0.4357890969364735,0.8351409857166321,-1
0.13221166380570137,0.9026752637213339,-1
0.6280891437416455,0.17329055938988636,1
0.5195053086082337,0.24120901646862092,1
0.9969600305321111,0.6585951424809955,1
0.037625383584868666,0.9069012782014938,-1
0.22545322701010317,0.7523033008392546,-1
0.9992309793098718,0.5460749911278027,1
0.31050864149527624,0.8071563780694495,-1
0.10328082079213119,0.9793244310839694,-1
0.4641138249391552,0.9631064039805614,-1
0.14252017531495087,0.6905895283910088,-1
0.9565264757408853,0.6273366678508651,1
0.9278487851840944,0.14233950167248166,1
0.46182621268035684,0.13730140783295552,1
0.0717240929150017,0.7980945034167981,-1
0.06091524148785754,0.37150127187974025,-1
0.3356777073314994,0.9668014610285096,-1
0.801505764979643,0.5196312592012691,1
0.896010401316718,0.20806498729883227,1
0.3621098297426901,0.8006389336653161,-1
0.4339530758441892,0.8782382429481701,-1
0.5314836257034633,0.921360576192467,-1
0.11338973991915968,0.7937458373765506,-1
0.5753759830800362,0.08271765606922088,1
0.4578953194186005,0.08248505007863038,1
0.9386324329170833,0.4668005027232085,1
0.021944369204555225,0.339832017904647,-1
0.39705942493469126,0.9917372379716266,-1
0.4015246410446993,0.8939123880622263,-1
0.894166004038115,0.48181487017729574,1
0.5116295172555845,0.13712458075250833,1
0.97860881025864,0.340945708459506,1
0.9608689050403252,0.22899415422669112,1
0.7021787860461041,0.3694613932984234,1
0.3642001305295689,0.6584654185927321,-1
0.5872277416108345,0.8769645980408666,-1
0.4881095680789296,0.05237324178186842,1
